step,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,perf/mfu/actor_infer,actor/pg_loss,actor/kl_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,num_turns/min,num_turns/max,num_turns/mean,timing_s/start_profile,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/tool_calls/min,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/adv,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/update_actor,perf/total_num_tokens,perf/time_per_step,perf/throughput,1,val-aux/num_turns/min,val-aux/num_turns/max,val-aux/num_turns/mean,timing_s/testing,timing_s/save_checkpoint
38,31007.0,36266.0,5259.0,33377.0,33396.0,33380.9375,0.030244067311286926,0.0,-0.0007198517669166904,0.0,0.0,0.0,0.0,0.13899418711662292,0.3132621840555113,172.8574481010437,178.77734375,69.55232334136963,1.0,38.0,1.0,0.93017578125,1.0,0.0,0.93017578125,1.0,0.0,0.0007660028641112149,2.4748666286468506,-2.4748666286468506,0.0007660028641112149,2.4748666286468506,-2.4748666286468506,158.37841796875,512.0,71.0,0.0009765625,158.37841796875,512.0,71.0,0.0009765625,0.0,102.41015625,179.0,65.0,0.0,2.0,2.0,2.0,5.958400015515508e-05,-1.0,4.198137401021086,17.06718650899984,8.879549823055843,0.0,0.0,0.0,17.06718650899984,0.0,138.0,512.0,26.225575303999904,0.00010932499935734086,6.189424640000652,0.043358991999411955,9.474317573999542,42.17401728799996,4.096100019523874e-05,8.118217170992418e-05,0.08085354592904745,0.017739011924843975,534095.0,42.17401728799996,791.5048090402829,,,,,,
39,29739.0,35347.0,5608.0,32745.0,32747.0,32745.8125,0.028424080461263657,0.0,0.0017898692767630564,0.0,0.0,0.0,0.0,0.14195133745670319,0.31173243318828786,172.8574481010437,178.77734375,69.52383804321289,1.0,39.0,1.0,0.94384765625,1.0,0.0,0.94384765625,1.0,0.0,-0.0018641932401806116,2.4748666286468506,-2.4748666286468506,-0.0018641932401806116,2.4748666286468506,-2.4748666286468506,152.97509765625,512.0,65.0,0.00537109375,152.97509765625,512.0,65.0,0.00537109375,0.0,102.8515625,193.0,65.0,0.0,2.0,2.0,2.0,5.207000049267663e-05,-1.0,4.161163759010378,17.506372079020366,8.59310118018258,0.0,0.0,0.0,17.506372079020366,0.0,78.0,512.0,25.917766925999786,0.0001093359996957588,6.132482883999728,0.04412473000047612,9.344361007999396,41.67912784500004,4.661700040742289e-05,8.421826836728384e-05,0.08272692631498242,0.017835030448548565,523933.0,41.67912784500004,785.6645326595598,,,,,,
40,30350.0,37380.0,7030.0,33753.0,33758.0,33755.5,0.04625672101974487,0.0,0.0009245179608114995,0.0,0.0,0.0,0.0,0.16109420359134674,0.3033651317764669,172.8574481010437,178.77734375,69.5984058380127,1.0,40.0,1.0,0.96044921875,1.0,0.0,0.96044921875,1.0,0.0,-0.0011464738054201007,2.4748666286468506,-2.4748666286468506,-0.0011464738054201007,2.4748666286468506,-2.4748666286468506,161.08203125,512.0,27.0,0.0048828125,161.08203125,512.0,27.0,0.0048828125,0.0,102.6328125,186.0,65.0,0.0,2.0,2.0,2.0,6.116900021879701e-05,-1.0,1.8847606310155243,17.657533127000534,8.938278356912898,0.0,0.0,0.0,17.657533127000534,0.0,93.0,512.0,26.21588265399987,0.00011016799999197247,6.184258603000671,0.043836095000187925,9.888707403999433,42.575774963000185,6.469299933087314e-05,8.116472685967458e-05,0.07946711282949738,0.018309437358355368,540088.0,42.575774963000185,792.833484048962,0.9196360879454132,2.0,2.0,2.0,23.999719174999882,30.206533143000343
41,28998.0,36288.0,7290.0,32535.0,32536.0,32535.75,0.028605500236153603,0.0,-0.0008796690890449099,0.0,0.0,0.0,0.0,0.16329310834407806,0.3056447053495848,172.8574481010437,178.77734375,70.71989059448242,1.0,41.0,1.0,0.919921875,1.0,0.0,0.919921875,1.0,0.0,0.000848574738483876,1.6201815605163574,-2.4748666286468506,0.000848574738483876,1.6201815605163574,-2.4748666286468506,150.923828125,351.0,73.0,0.0,150.923828125,351.0,73.0,0.0,0.0,103.26171875,180.0,68.0,0.0,2.0,2.0,2.0,7.274800009327009e-05,-1.0,4.483283827999912,11.714408264029771,8.525117721547193,0.0,0.0,0.0,11.714408264029771,0.0,132.0,351.0,17.92754391499966,9.93269995888113e-05,6.148754429999826,0.04323424999984127,9.498645829999987,33.86618650699984,4.10980001106509e-05,8.305143188615843e-05,0.05800067266380126,0.018246555385230068,520572.0,33.86618650699984,960.7149004885788,,,,,,
42,29661.0,36709.0,7048.0,32878.0,32880.0,32879.75,0.033902496099472046,0.0,0.002879657818994019,0.0,0.0,0.0,0.0,0.22075387835502625,0.3110532782659534,172.8574481010437,178.77734375,70.21066665649414,1.0,42.0,1.0,0.90185546875,1.0,0.0,0.90185546875,1.0,0.0,-0.0029302972834557295,2.4748666286468506,-2.4748666286468506,-0.0029302972834557295,2.4748666286468506,-2.4748666286468506,155.560546875,512.0,67.0,0.00439453125,155.560546875,512.0,67.0,0.00439453125,0.0,101.3125,190.0,67.0,0.0,2.0,2.0,2.0,7.809999988239724e-05,-1.0,4.311535301967524,17.62657775200205,8.757432909030445,0.0,0.0,0.0,17.62657775200205,0.0,97.0,512.0,26.082682504999866,9.578800018061884e-05,6.155706921000274,0.04452548399967782,9.404065251000247,41.92856689600012,4.21069998992607e-05,8.463698020757042e-05,0.08186963258189218,0.017875868222462624,526076.0,41.92856689600012,784.1849229322609,,,,,,
43,29215.0,37320.0,8105.0,33582.0,33585.0,33584.25,0.034843143075704575,0.0,0.006497642736576381,0.0,0.0,0.0,0.0,0.1620761603116989,0.3011595501318215,172.8574481010437,178.77734375,70.17572593688965,1.0,43.0,1.0,0.90576171875,1.0,0.0,0.90576171875,1.0,0.0,-0.006933286786079407,2.4748666286468506,-2.4748666286468506,-0.006933286786079407,2.4748666286468506,-2.4748666286468506,160.361328125,512.0,70.0,0.001953125,160.361328125,512.0,70.0,0.001953125,0.0,102.015625,175.0,64.0,0.0,2.0,2.0,2.0,6.858699998701923e-05,-1.0,4.024124180024955,17.341092252987437,8.825712143807358,0.0,0.0,0.0,17.341092252987437,0.0,120.0,512.0,26.400323036999907,8.876599986251676e-05,6.450698629999351,0.04351357699943037,9.90610261799975,43.046035346999815,5.262600006972207e-05,8.097839202794161e-05,0.08038585663784151,0.01843517165412312,537348.0,43.046035346999815,780.1938025017379,,,,,,
44,32075.0,39501.0,7426.0,34823.0,34825.0,34824.3125,0.04141128063201904,0.0,0.003235307102045226,0.0,0.0,0.0,0.0,0.16704516112804413,0.30823422494447006,172.8574481010437,178.77734375,70.20623016357422,1.0,44.0,1.0,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.0033035376109182835,2.4748666286468506,-2.4748666286468506,-0.0033035376109182835,2.4748666286468506,-2.4748666286468506,164.22509765625,512.0,61.0,0.00439453125,164.22509765625,512.0,61.0,0.00439453125,0.0,107.83984375,201.0,64.0,0.0,2.0,2.0,2.0,3.586799994081957e-05,-1.0,3.9561039329855703,18.208636674040463,9.16063275554489,0.0,0.0,0.0,18.208636674040463,0.0,77.0,512.0,26.215717824999956,9.349299944005907e-05,6.382572607999464,0.04385936899961962,10.056879588000811,42.94759776200044,4.05509999836795e-05,7.871542510641743e-05,0.07794571994124858,0.01804931466342805,557189.0,42.94759776200044,810.8558875163017,,,,,,
45,32566.0,41394.0,8828.0,35929.0,35930.0,35929.6875,0.045343272387981415,0.0,0.012753567309118807,0.0,0.0,0.0,0.0,0.1765221357345581,0.30228229330789985,172.8574481010437,178.77734375,70.23636436462402,1.0,45.0,1.0,0.923828125,1.0,0.0,0.923828125,1.0,0.0,-0.012628615833818913,2.4748666286468506,-2.4748666286468506,-0.012628615833818913,2.4748666286468506,-2.4748666286468506,178.74755859375,512.0,84.0,0.01611328125,178.74755859375,512.0,84.0,0.01611328125,0.0,101.953125,238.0,56.0,0.0,2.0,2.0,2.0,3.7460999919858295e-05,-1.0,5.1313271479994,18.96976614301093,9.803510437996072,0.0,0.0,0.0,18.96976614301093,0.0,84.0,512.0,27.45976417499969,9.362299988424638e-05,6.305325260000245,0.04395382199982123,10.567955091999465,44.62385822299984,5.568799952015979e-05,7.645805088031525e-05,0.07501130690432203,0.018383048648835772,574875.0,44.62385822299984,805.167659874853,,,,,,
46,33440.0,41408.0,7968.0,38127.0,38128.0,38127.4375,0.040122490376234055,0.0,0.004611379998095799,0.0,0.0,0.0,0.0,0.10752778500318527,0.31237438028925263,172.8574481010437,178.77734375,70.29227828979492,1.0,46.0,1.0,0.91748046875,1.0,0.0,0.91748046875,1.0,0.0,-0.004640269558876753,2.4748666286468506,-2.4748666286468506,-0.004640269558876753,2.4748666286468506,-2.4748666286468506,196.14794921875,512.0,88.0,0.00830078125,196.14794921875,512.0,88.0,0.00830078125,0.0,101.72265625,222.0,68.0,0.0,2.0,2.0,2.0,5.896699985896703e-05,-1.0,5.528268314024899,19.943578454999624,10.838266740146869,0.0,0.0,0.0,19.943578454999624,0.0,120.0,512.0,29.098278436999863,9.232199954567477e-05,6.469604476999848,0.04403697599991574,10.84165320899956,46.705260363999514,4.9774999752116855e-05,7.218714869035543e-05,0.07243585173669594,0.017772065735140802,610039.0,46.705260363999514,816.3413971542419,,,,,,
47,35572.0,46559.0,10987.0,40213.0,40215.0,40214.5,0.039195455610752106,0.0,0.004804201285878662,0.0,0.0,0.0,0.0,0.07939556241035461,0.314860937952421,172.8574481010437,178.77734375,70.32772254943848,1.0,47.0,1.0,0.8955078125,1.0,0.0,0.8955078125,1.0,0.0,-0.004697099328041077,2.4748666286468506,-2.4748666286468506,-0.004697099328041077,2.4748666286468506,-2.4748666286468506,209.7265625,512.0,98.0,0.01513671875,209.7265625,512.0,98.0,0.01513671875,0.0,104.44921875,199.0,67.0,0.0,2.0,2.0,2.0,3.576400013116654e-05,-1.0,6.136039825971238,20.745587897021323,11.71034816843388,0.0,0.0,0.0,20.745587897021323,0.0,85.0,512.0,29.230503245000364,9.418099944014102e-05,6.60286377400007,0.04413446600028692,11.340698009999869,47.46518873599962,5.926500034547644e-05,6.859227703982227e-05,0.06805388164695558,0.017625324836190722,643432.0,47.46518873599962,847.2419697659311,,,,,,
48,38261.0,45997.0,7736.0,42074.0,42076.0,42075.0625,0.0399160198867321,0.0,0.002228804132755613,0.0,0.0,0.0,0.0,0.0841965302824974,0.3199550522263912,172.8574481010437,178.77734375,70.31258082389832,1.0,48.0,1.0,0.9130859375,1.0,0.0,0.9130859375,1.0,0.0,-0.0021939887665212154,2.4748666286468506,-2.4748666286468506,-0.0021939887665212154,2.4748666286468506,-2.4748666286468506,225.75830078125,512.0,94.0,0.01171875,225.75830078125,512.0,94.0,0.01171875,0.0,102.953125,232.0,69.0,0.0,2.0,2.0,2.0,6.179399952088716e-05,-1.0,5.819931293954141,21.39886693196604,12.520912552056533,0.0,0.0,0.0,21.39886693196604,0.0,99.0,512.0,30.312912214999415,9.402600062458077e-05,6.921917341999688,0.04418324600010237,11.675839839000218,49.21242059300039,4.023099972982891e-05,6.563158105840955e-05,0.06556226998635115,0.017343764847349036,673201.0,49.21242059300039,854.9683594711138,,,,,,
49,39946.0,48761.0,8815.0,43261.0,43262.0,43261.4375,0.044906407594680786,0.0,0.007983508300640096,0.0,0.0,0.0,0.0,0.10032349079847336,0.3140128472794226,172.8574481010437,178.77734375,70.31006622314453,1.0,49.0,1.0,0.943359375,1.0,0.0,0.943359375,1.0,0.0,-0.008371436037123203,1.6201815605163574,-2.4748666286468506,-0.008371436037123203,1.6201815605163574,-2.4748666286468506,233.04638671875,512.0,122.0,0.00634765625,233.04638671875,512.0,122.0,0.00634765625,0.0,104.93359375,256.0,68.0,0.0,2.0,2.0,2.0,6.154499988042517e-05,-1.0,7.867451645000074,22.6181761570042,13.591035101887009,0.0,0.0,0.0,22.6181761570042,0.0,106.0,512.0,31.004734572000416,0.00010602700058370829,6.794986240000071,0.044029051000507025,12.217560641000091,50.30882578300043,4.161000015301397e-05,6.360897479497044e-05,0.06496144722898015,0.0176507666917565,692183.0,50.30882578300043,859.9174563644502,,,,,,
50,39340.0,47778.0,8438.0,43167.0,43168.0,43167.6875,0.04716049134731293,0.0,0.004730831977212802,0.0,0.0,0.0,0.0,0.12019959837198257,0.3190399909228185,172.8574481010437,178.77734375,70.32734489440918,1.0,50.0,1.0,0.88916015625,1.0,0.0,0.88916015625,1.0,0.0,-0.004976215772330761,2.4748666286468506,-2.4748666286468506,-0.004976215772330761,2.4748666286468506,-2.4748666286468506,230.85302734375,512.0,99.0,0.0078125,230.85302734375,512.0,99.0,0.0078125,0.0,106.39453125,206.0,67.0,0.0,2.0,2.0,2.0,6.253199990169378e-05,-1.0,6.1531735850003315,22.31236609700136,13.454740624927126,0.0,0.0,0.0,22.31236609700136,0.0,104.0,512.0,31.09248740700059,9.395899996889057e-05,6.768772151999656,0.04481932699945901,12.006749215000127,50.18376160700063,6.065599973226199e-05,6.48913133803192e-05,0.06576426045344011,0.017383878298727676,690683.0,50.18376160700063,860.1923434527496,0.9067475360121304,2.0,2.0,2.0,27.02695190200029,30.644551080999918
51,36888.0,46266.0,9378.0,41076.0,41077.0,41076.3125,0.0377320721745491,0.0,0.0021657038596458733,0.0,0.0,0.0,0.0,0.0995020866394043,0.31259788958016627,172.8574481010437,178.77734375,71.2914047241211,1.0,51.0,1.0,0.9267578125,1.0,0.0,0.9267578125,1.0,0.0,-0.0022040694020688534,2.4748666286468506,-2.4748666286468506,-0.0022040694020688534,2.4748666286468506,-2.4748666286468506,215.99853515625,512.0,106.0,0.0029296875,215.99853515625,512.0,106.0,0.0029296875,0.0,104.91015625,212.0,64.0,0.0,2.0,2.0,2.0,6.404499981726985e-05,-1.0,6.46150062198285,22.43991306799944,12.771526487847702,0.0,0.0,0.0,22.43991306799944,0.0,121.0,512.0,29.596650543999203,0.00010023000049841357,6.664539854000395,0.04488227999991068,11.67364181099947,48.228624618999675,4.097199962416198e-05,6.829100104821769e-05,0.06690549782193257,0.017762125390088677,657221.0,48.228624618999675,851.6998530332955,,,,,,
52,34868.0,46315.0,11447.0,39238.0,39239.0,39238.375,0.03336106613278389,0.0,0.0021671470913133817,0.0,0.0,0.0,0.0,0.09074410051107407,0.31754412865733683,172.8574481010437,178.77734375,70.95063972473145,1.0,52.0,1.0,0.92333984375,1.0,0.0,0.92333984375,1.0,0.0,-0.0020668033976107836,2.4748666286468506,-2.4748666286468506,-0.0020668033976107836,2.4748666286468506,-2.4748666286468506,205.0419921875,512.0,103.0,0.0009765625,205.0419921875,512.0,103.0,0.0009765625,0.0,101.5078125,178.0,66.0,0.0,2.0,2.0,2.0,2.9812000320816878e-05,-1.0,6.700029659958091,19.982324870999946,12.194721098564607,0.0,0.0,0.0,19.982324870999946,0.0,93.0,512.0,29.215272198000093,9.423699975741329e-05,6.751112771999942,0.04362111599948548,10.983230462999927,47.23706823500015,3.9634000131627545e-05,6.948095454941349e-05,0.06957242989955395,0.01749440194548055,627814.0,47.23706823500015,830.6691432413338,,,,,,
53,36867.0,43795.0,6928.0,40104.0,40106.0,40105.75,0.03173796832561493,0.0,0.004342882272396764,0.0,0.0,0.0,0.0,0.08969257771968842,0.3190370634812687,172.8574481010437,178.77734375,70.94624352455139,1.0,53.0,1.0,0.931640625,1.0,0.0,0.931640625,1.0,0.0,-0.0044693369418382645,2.4748666286468506,-2.4748666286468506,-0.0044693369418382645,2.4748666286468506,-2.4748666286468506,209.201171875,512.0,103.0,0.00390625,209.201171875,512.0,103.0,0.00390625,0.0,104.125,216.0,69.0,0.0,2.0,2.0,2.0,3.378200017323252e-05,-1.0,6.249153765000301,20.18582100200001,11.616793383082086,0.0,0.0,0.0,20.18582100200001,0.0,104.0,512.0,29.14738327499981,8.978000005299691e-05,6.668975677999697,0.04393222699945909,11.173823699000422,47.27925434400004,4.496000019571511e-05,6.84631053518808e-05,0.06803078879620163,0.01741306374241914,641692.0,47.27925434400004,848.2737419713476,,,,,,
54,37810.0,43231.0,5421.0,39966.0,39968.0,39967.5625,0.031642407178878784,0.0,0.0007091950465110131,0.0,0.0,0.0,0.0,0.08534810692071915,0.32006660472625725,172.8574481010437,178.77734375,70.93778038024902,1.0,54.0,1.0,0.9453125,1.0,0.0,0.9453125,1.0,0.0,-0.0007802721811458468,2.4748666286468506,-2.4748666286468506,-0.0007802721811458468,2.4748666286468506,-2.4748666286468506,208.58251953125,512.0,96.0,0.001953125,208.58251953125,512.0,96.0,0.001953125,0.0,103.6640625,186.0,63.0,0.0,2.0,2.0,2.0,6.195599962666165e-05,-1.0,6.073664147988893,20.123235572013073,11.756688285039978,0.0,0.0,0.0,20.123235572013073,0.0,116.0,512.0,28.42829095199977,9.962199965229956e-05,6.5299651720006295,0.043460870999297185,11.083393378000437,46.663495868999235,4.1835999581962824e-05,6.796272445826723e-05,0.06654920782719989,0.017331857206078737,639481.0,46.663495868999235,856.5059637238268,,,,,,
55,35270.0,45343.0,10073.0,39569.0,39570.0,39569.0625,0.03310410678386688,0.0,0.004189140981907258,0.0,0.0,0.0,0.0,0.06579290330410004,0.3121514742296947,172.8574481010437,178.77734375,70.93341302871704,1.0,55.0,1.0,0.931640625,1.0,0.0,0.931640625,1.0,0.0,-0.0043931077234447,2.4748666286468506,-2.4748666286468506,-0.0043931077234447,2.4748666286468506,-2.4748666286468506,205.91455078125,512.0,104.0,0.0009765625,205.91455078125,512.0,104.0,0.0009765625,0.0,103.21875,195.0,70.0,0.0,2.0,2.0,2.0,4.7447999349969905e-05,-1.0,6.667205179999655,20.85092784196604,12.053384791992219,0.0,0.0,0.0,20.85092784196604,0.0,103.0,512.0,29.20494102200064,0.0001038229993355344,6.506468479000432,0.04454711200014572,11.253315425999972,47.25554112400005,3.994700000475859e-05,7.036291294516031e-05,0.06925312006506947,0.017774801061435263,633105.0,47.25554112400005,837.3422789968591,,,,,,
56,36463.0,44774.0,8311.0,40123.0,40125.0,40124.0,0.03756587952375412,0.0,0.0062775193437119015,0.0,0.0,0.0,0.0,0.061509840190410614,0.3085768675384707,172.8574481010437,178.77734375,70.88419723510742,1.0,56.0,1.0,0.95361328125,1.0,0.0,0.95361328125,1.0,0.0,-0.0063416375778615475,2.4748666286468506,-2.4748666286468506,-0.0063416375778615475,2.4748666286468506,-2.4748666286468506,209.1171875,512.0,99.0,0.00390625,209.1171875,512.0,99.0,0.00390625,0.0,104.3515625,217.0,68.0,0.0,2.0,2.0,2.0,6.166699949972099e-05,-1.0,6.128337793000355,20.558202916989103,11.855573781294428,0.0,0.0,0.0,20.558202916989103,0.0,78.0,512.0,29.304506718000084,9.504599984211382e-05,6.569459065000046,0.04490756399991369,11.548522875000344,47.71512516100029,4.145799994148547e-05,6.995121996796445e-05,0.06842498860070255,0.017988801706896658,641984.0,47.71512516100029,840.9073614417582,,,,,,
57,36928.0,45048.0,8120.0,40444.0,40446.0,40445.375,0.038094718009233475,0.0,0.004314505105867283,0.0,0.0,0.0,0.0,0.0721520185470581,0.3199494591709236,172.8574481010437,178.77734375,70.91274833679199,1.0,57.0,1.0,0.89794921875,1.0,0.0,0.89794921875,1.0,0.0,-0.004384093452244997,2.4748666286468506,-2.4748666286468506,-0.004384093452244997,2.4748666286468506,-2.4748666286468506,211.5029296875,512.0,106.0,0.00390625,211.5029296875,512.0,106.0,0.00390625,0.0,104.4765625,173.0,69.0,0.0,2.0,2.0,2.0,5.847299962624675e-05,-1.0,6.767881454026792,21.6503651539997,11.991525068272718,0.0,0.0,0.0,21.6503651539997,0.0,90.0,512.0,30.60154739600057,9.332700028608087e-05,6.602192399999694,0.04433200499988743,11.217956896000032,48.71094535300017,3.950399968744023e-05,6.850598646923077e-05,0.07064754061104855,0.01733504278301294,647126.0,48.71094535300017,830.3138998206472,,,,,,
